"id_distributor","id_cabang","id_invoice","tanggal","id_customer","id_barang","jumlah_barang","unit","harga","level","nama","id_cabang_sales","cabang_sales","tipe_group","kode_barang","nama_tipe","kode_lini","lini","revenue","kode_barang-2","sektor","nama_barang","tipe","nama_tipe-2","kode_lini-2","lini-2","kemasan","nama_barang-2"
"TA","CAB01","IN6256","2022-01-30","CUST55463","BRG0004",12,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",104400,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB02","IN6048","2022-01-31","CUST55464","BRG0005",25,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",141250,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB03","IN6120","2022-02-01","CUST55465","BRG0006",14,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",39480,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TA","CAB01","IN6161","2022-01-27","CUST55466","BRG0001",24,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",110160,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB01","IN6292","2022-01-28","CUST55467","BRG0002",10,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",39900,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB02","IN6286","2022-01-23","CUST55468","BRG0003",120,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",693600,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB03","IN6008","2022-01-30","CUST55469","BRG0004",12,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",83280,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB04","IN6040","2022-01-31","CUST55470","BRG0001",10,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",11700,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB05","IN6084","2022-02-01","CUST55471","BRG0002",67,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",156780,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB06","IN6074","2022-01-27","CUST55472","BRG0003",98,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",1047620,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB07","IN6200","2022-01-28","CUST55473","BRG0004",5,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",43500,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB08","IN6065","2022-01-23","CUST55474","BRG0005",4,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",22600,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB09","IN6208","2022-01-30","CUST55475","BRG0006",8,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",22560,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TA","CAB10","IN6148","2022-01-31","CUST55476","BRG0007",9,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",41310,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"EPM","CAB01","IN6072","2022-02-01","CUST55477","BRG0008",1,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",3990,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TD","CAB01","IN6095","2022-01-27","CUST55478","BRG0009",5,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",28900,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TA","CAB02","IN6049","2022-01-28","CUST55479","BRG0010",9,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",62460,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"EPM","CAB03","IN6039","2022-01-23","CUST55480","BRG0001",13,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",15210,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB01","IN6276","2022-01-30","CUST55481","BRG0002",1,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",2340,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB01","IN6015","2022-01-31","CUST55482","BRG0003",5,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",53450,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB02","IN6185","2022-02-01","CUST55483","BRG0004",9,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",78300,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB03","IN6258","2022-01-27","CUST55484","BRG0005",1,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",5650,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB04","IN6070","2022-01-28","CUST55485","BRG0006",23,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",64860,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TA","CAB05","IN6210","2022-01-23","CUST55486","BRG0007",4,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",18360,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"EPM","CAB06","IN6083","2022-01-30","CUST55487","BRG0008",2,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",7980,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TD","CAB07","IN6322","2022-01-31","CUST55488","BRG0009",17,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",98260,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TD","CAB08","IN6291","2022-02-01","CUST55489","BRG0010",11,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",76340,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TA","CAB09","IN6062","2022-01-27","CUST55490","BRG0001",12,"DUS","1.17","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0001","Produk jadi",206,"OGB & PH",14040,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB10","IN6167","2022-01-28","CUST55491","BRG0002",12,"DUS","2.34","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0002","Produk jadi",203,"ETIKAL",28080,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB01","IN6289","2022-01-23","CUST55492","BRG0003",25,"DUS","10.69","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0003","Produk jadi",210,"MARCKS",267250,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB01","IN6305","2022-01-30","CUST55493","BRG0004",14,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",121800,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB02","IN6079","2022-01-31","CUST55494","BRG0005",34,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",192100,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB03","IN6320","2022-02-01","CUST55495","BRG0006",67,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",188940,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TA","CAB01","IN6103","2022-01-27","CUST55496","BRG0001",15,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",68850,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB01","IN6172","2022-01-28","CUST55497","BRG0002",12,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",47880,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB02","IN6183","2022-01-23","CUST55498","BRG0003",25,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",144500,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB03","IN6278","2022-01-30","CUST55499","BRG0004",14,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",97160,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB04","IN6186","2022-01-31","CUST55500","BRG0001",18,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",21060,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB05","IN6211","2022-02-01","CUST55501","BRG0002",18,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",42120,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB06","IN6118","2022-01-27","CUST55502","BRG0003",19,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",203110,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB07","IN6162","2022-01-28","CUST55503","BRG0004",12,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",104400,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB08","IN6221","2022-01-23","CUST55504","BRG0005",25,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",141250,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB09","IN6170","2022-01-30","CUST55505","BRG0006",14,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",39480,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TA","CAB10","IN6045","2022-01-31","CUST55506","BRG0007",21,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",96390,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"EPM","CAB01","IN6300","2022-02-01","CUST55507","BRG0008",22,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",87780,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TD","CAB01","IN6228","2022-01-27","CUST55508","BRG0009",12,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",69360,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TD","CAB02","IN6199","2022-01-28","CUST55509","BRG0010",25,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",173500,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TA","CAB03","IN6215","2022-01-23","CUST55510","BRG0001",14,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",16380,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB01","IN6107","2022-01-30","CUST55511","BRG0002",24,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",56160,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB01","IN6152","2022-01-31","CUST55512","BRG0003",10,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",106900,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB02","IN6017","2022-02-01","CUST55513","BRG0004",23,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",200100,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB03","IN6299","2022-01-27","CUST55514","BRG0005",12,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",67800,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB04","IN6064","2022-01-28","CUST55515","BRG0006",10,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",28200,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB05","IN6308","2022-01-23","CUST55516","BRG0007",67,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",307530,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TA","CAB06","IN6038","2022-01-30","CUST55517","BRG0008",98,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",391020,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"EPM","CAB07","IN6130","2022-01-31","CUST55518","BRG0009",5,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",28900,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TD","CAB08","IN6293","2022-02-01","CUST55519","BRG0010",4,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",27760,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TA","CAB09","IN6205","2022-01-27","CUST55520","BRG0001",8,"DUS","1.17","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0001","Produk jadi",206,"OGB & PH",9360,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB10","IN6325","2022-01-28","CUST55521","BRG0002",9,"DUS","2.34","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0002","Produk jadi",203,"ETIKAL",21060,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB01","IN6317","2022-01-23","CUST55522","BRG0003",10,"DUS","10.69","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0003","Produk jadi",210,"MARCKS",106900,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB01","IN6025","2022-01-30","CUST55523","BRG0004",7,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",60900,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB02","IN6203","2022-01-31","CUST55524","BRG0005",100,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",565000,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB03","IN6243","2022-02-01","CUST55525","BRG0006",67,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",188940,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB01","IN6136","2022-01-27","CUST55526","BRG0001",78,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",358020,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB01","IN6314","2022-01-28","CUST55527","BRG0002",45,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",179550,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB02","IN6202","2022-01-23","CUST55528","BRG0003",34,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",196520,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB03","IN6279","2022-01-30","CUST55529","BRG0004",20,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",138800,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB04","IN6196","2022-01-31","CUST55530","BRG0001",45,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",52650,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB05","IN6266","2022-02-01","CUST55531","BRG0002",34,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",79560,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB06","IN6058","2022-01-27","CUST55532","BRG0003",34,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",363460,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB07","IN6246","2022-01-28","CUST55533","BRG0004",34,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",295800,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB08","IN6242","2022-01-23","CUST55534","BRG0005",44,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",248600,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB09","IN5982","2022-01-30","CUST55535","BRG0006",5,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",14100,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB10","IN6068","2022-01-31","CUST55536","BRG0007",6,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",27540,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TA","CAB01","IN6128","2022-02-01","CUST55537","BRG0008",79,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",315210,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"EPM","CAB01","IN6066","2022-01-27","CUST55538","BRG0009",12,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",69360,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TD","CAB02","IN6303","2022-01-28","CUST55539","BRG0010",95,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",659300,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TA","CAB03","IN6284","2022-01-23","CUST55540","BRG0001",76,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",88920,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB01","IN6240","2022-01-30","CUST55541","BRG0002",48,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",112320,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB01","IN6244","2022-01-31","CUST55542","BRG0003",21,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",224490,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB02","IN6060","2022-02-01","CUST55543","BRG0004",22,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",191400,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
